,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
58,71,26,27,8,26,42,14,36,10,74,55,99,39,72,6,62,57,53,18,88,86,20,74,21,31,82,61,62,1,44,66,87,15,30,81,66,21,8,54,40,33,7,14,0,60,40,40,43,70,22,82,50,49,59,0,75,24,47,76,19,29,61,25,16,92,32,94,99,5,94,35,73,88,40,57,31,88,57,10,73,24,80,45,75,11,51,48,24,8,93,42,38,60,58,98,88,69,2,28,91,17,69,56,12,28,24,57,12,14,45,32,16,78,2,59,47,36,55,66,40,42,38,8,52,11,62,47,83,95,5,45,25,67,66,99,80,81,4,44,30,92,8,54,63,28,21,73,40,56,4,20,96,4,54,30,57,84,44,31,43,55,24,37,38,46,74,9,29,20,64,88,66,1,49,13,21,56,2,21,93,65,14,69,5,65,45,85,38,43,14,5,5,13,80,37,12,43,23,11,40,14,22,82,9,88,14,13,72,63,13,73,44,4,3,97,74,39,37,16,7,97,71,10,10,79,92,29,89,95,63,93,40,43,18,83,95,99,12,54,93,49,20,36,51,23,38,82,10,40,86,80,42,44,20,49,68,42,21,35,77,40,41,39,24,1,16,93,97,76,18,66,48,87,35,46,70,62,84,91,26,62,78,48,57,71,0,46,25,7,51,69,62,85,16,40,36,92,77,25,42,15,27,20,40,67,69,56,94,74,63,53,78,62,77,33,66,25,46,49,46,37,71,64,60,96,40,83,13,1,87,21,70,27,64,10,43,7,97,73,96,1,84,26,28,87,31,10,91,98,98,87,59,80,71,56,5,24,88,80,68,80,15,60,4,53,94,4,11,97,4,31,40,55,41,96,74,42,46,69,33,8,85,85,58,62,31,70,76,22,97,46,12,38,66,34,98,67,22,91,21
59,59,36,91,9,60,65,1,82,55,76,88,8,39,30,83,41,37,63,95,23,26,84,19,40,96,99,42,20,30,56,80,17,6,40,30,97,20,76,23,96,25,99,42,23,18,62,67,46,70,64,29,6,77,36,64,55,14,62,37,20,9,69,79,97,20,29,44,82,19,82,64,14,23,61,61,57,26,86,85,52,0,8,51,24,95,83,34,4,64,45,11,27,74,26,40,96,83,18,39,63,89,0,74,98,11,72,85,54,45,79,35,70,45,90,58,42,20,92,53,29,80,75,50,77,16,65,55,64,40,26,39,21,39,29,94,58,53,55,55,78,80,87,93,22,90,19,81,16,29,30,53,90,11,7,9,72,47,57,62,19,67,14,70,77,5,32,78,15,42,58,95,74,21,28,82,59,24,78,62,73,22,17,65,32,72,44,66,2,84,97,68,36,40,47,10,51,37,35,23,67,96,95,14,13,82,52,39,62,52,77,44,87,11,37,83,77,84,91,71,2,59,47,52,4,70,96,53,53,68,55,98,51,56,15,63,25,46,70,65,95,7,53,21,80,31,67,97,1,73,48,0,53,46,10,42,86,71,1,5,59,2,18,60,88,85,15,5,48,22,25,51,88,26,6,19,55,26,28,91,21,63,11,54,20,95,17,47,76,32,74,57,21,45,92,25,14,61,9,49,19,59,54,28,0,41,17,87,88,51,85,82,75,71,35,96,40,60,90,50,49,34,48,99,99,20,94,57,33,54,11,82,84,40,25,42,36,27,96,21,56,36,6,58,51,91,28,6,89,65,52,51,50,89,63,41,58,96,13,51,68,52,17,87,6,25,39,3,99,21,35,3,6,63,33,60,3,76,52,80,85,25,12,0,49,21,80,11,33,53,24,17,65,95,69,80,37,93,19,14,64
60,8,0,39,24,72,58,81,51,79,71,6,52,43,40,69,65,61,95,85,88,70,7,57,70,3,31,82,72,73,34,98,86,1,48,2,24,76,44,35,44,62,66,16,22,19,27,43,44,89,30,59,85,54,3,6,89,77,48,97,76,0,68,2,15,49,10,65,94,78,16,48,89,1,83,25,26,13,0,14,69,34,87,70,50,6,11,79,3,13,85,95,79,26,90,23,64,48,50,65,93,10,54,96,91,78,27,80,99,33,71,81,97,3,19,98,69,85,54,88,26,76,6,31,86,49,42,30,86,95,39,20,50,14,97,3,24,95,71,32,63,0,87,22,23,99,23,48,46,43,15,59,33,19,49,25,79,53,3,26,33,91,83,98,94,12,26,0,89,76,76,8,0,36,9,13,15,66,23,91,96,92,39,98,14,11,88,40,10,56,54,86,46,5,96,55,18,37,47,81,51,77,69,84,99,30,37,78,49,62,34,40,67,58,48,42,18,29,90,44,99,8,93,51,32,8,91,6,83,89,41,51,49,20,36,8,95,70,60,66,6,17,21,13,38,59,69,88,79,77,75,17,82,62,63,11,92,16,25,5,75,63,10,97,96,61,76,82,19,30,62,20,10,90,44,96,81,67,35,62,2,8,55,95,59,92,84,17,92,15,57,5,9,6,33,34,78,51,66,88,10,29,26,52,70,24,93,19,61,16,64,79,99,16,74,2,19,33,69,66,45,11,72,80,88,63,99,42,68,0,1,22,30,5,88,81,12,64,78,99,74,36,76,40,14,1,27,10,20,5,80,60,16,54,5,30,23,60,58,63,22,73,76,90,98,15,6,74,26,49,60,69,9,27,46,48,30,55,52,66,73,35,88,68,6,64,54,68,63,19,36,5,29,39,80,34,15,76,59,90,9
61,78,47,20,89,94,47,97,61,68,11,4,64,43,60,45,31,16,46,49,48,12,55,1,66,31,5,89,83,88,39,9,16,41,24,87,97,97,63,61,3,57,14,97,73,0,46,53,10,71,19,6,12,26,69,64,80,82,14,22,71,22,29,74,48,94,54,97,1,13,81,96,34,62,32,55,55,19,59,8,18,22,71,45,97,35,8,98,4,40,56,3,87,80,98,15,24,22,8,14,59,61,66,44,70,59,83,77,52,77,96,39,87,23,44,26,15,40,50,66,13,78,0,63,76,27,78,3,71,11,36,16,91,21,10,91,50,86,34,23,75,74,18,78,26,35,16,51,54,45,15,80,61,69,95,39,89,77,46,57,96,66,25,82,89,66,44,81,35,65,68,34,30,15,9,11,73,43,94,74,2,95,77,90,16,86,79,82,97,42,36,36,38,12,61,65,74,77,24,71,45,77,60,1,12,41,98,17,27,2,1,29,18,50,57,66,75,91,11,22,1,84,86,0,82,63,27,46,26,83,1,41,30,34,56,94,60,23,47,19,49,28,18,34,87,32,9,96,61,27,27,16,53,19,32,82,63,4,51,41,35,91,2,44,9,34,98,42,24,42,7,99,16,89,77,59,25,87,46,43,94,26,30,21,93,64,66,46,5,47,55,49,30,44,8,64,97,88,42,10,29,75,0,52,63,36,90,45,72,35,62,21,56,80,57,15,39,72,86,47,13,86,33,90,84,67,89,99,53,20,20,60,31,40,0,33,39,52,56,4,84,62,76,55,41,31,52,28,80,34,72,22,8,25,31,88,83,15,38,88,77,99,9,16,39,97,33,22,93,4,47,11,33,66,31,20,74,31,75,88,54,63,73,58,44,8,72,4,55,89,53,7,72,10,77,54,6,46,3,60,9
62,24,26,48,44,33,31,10,94,60,72,68,23,99,1,36,98,34,46,81,10,20,3,10,47,1,41,46,31,38,85,5,60,59,13,25,58,91,61,42,92,21,36,59,30,80,65,99,43,83,26,39,42,77,35,75,87,57,73,39,31,28,12,69,15,75,25,34,47,21,35,55,97,85,55,57,83,3,85,23,63,53,55,35,6,50,45,14,23,15,71,3,3,32,33,9,66,53,16,77,68,78,66,41,98,9,17,11,48,22,17,69,64,70,24,7,29,88,44,5,47,48,43,17,82,53,73,46,78,83,36,88,63,88,7,47,74,68,16,20,92,58,70,69,59,39,29,74,26,49,3,71,62,15,68,91,9,71,88,69,60,41,77,19,89,56,4,72,10,86,4,4,54,51,4,34,40,66,30,53,28,92,78,41,96,43,47,89,0,50,3,85,0,28,35,34,44,12,26,26,80,92,13,0,69,16,70,33,99,75,69,0,99,36,91,35,19,24,18,75,9,23,64,22,59,2,57,28,32,59,28,34,3,40,87,55,40,68,83,70,35,22,95,28,21,54,59,35,90,65,67,3,77,54,48,95,37,57,63,67,79,34,81,49,86,30,30,69,47,79,23,15,52,77,96,88,5,21,46,65,58,51,47,49,10,61,35,20,53,14,31,57,82,27,60,85,80,82,99,97,98,22,26,62,38,93,77,88,35,71,61,36,1,57,42,82,41,11,9,11,88,20,16,89,91,29,94,70,24,18,79,65,42,16,28,98,15,12,7,71,85,58,85,46,17,86,60,10,96,71,98,91,49,81,91,28,90,21,23,17,18,93,14,97,5,74,43,2,31,56,0,1,8,72,69,36,31,87,91,87,56,7,73,27,35,99,33,66,12,96,41,25,70,3,85,82,67,5,21,79,62
63,97,24,37,56,4,40,70,39,76,17,36,18,87,53,77,50,52,75,49,80,13,80,44,6,25,3,83,7,35,68,3,61,99,23,80,32,10,37,35,16,18,67,5,6,88,11,97,66,58,96,84,61,15,45,99,38,56,63,25,27,35,69,62,35,88,94,70,91,20,29,8,13,13,63,33,98,40,53,11,94,47,7,72,78,81,56,65,45,44,20,4,62,37,60,79,88,20,93,18,31,20,38,66,43,92,4,99,4,21,25,50,53,45,76,64,46,48,21,97,44,64,80,64,19,70,68,11,92,16,80,9,92,30,88,66,92,89,27,8,73,66,16,17,20,33,65,57,78,16,81,52,15,72,54,86,30,70,25,63,80,80,46,95,32,26,60,85,3,29,62,42,78,33,27,51,50,13,86,44,63,62,19,63,11,60,54,49,62,2,98,72,80,43,95,10,76,98,56,74,85,62,88,23,23,40,80,30,88,78,51,32,69,0,37,79,10,95,52,16,56,44,15,65,27,51,54,22,73,14,19,80,62,1,5,63,41,55,46,36,39,65,49,70,48,92,81,87,89,22,48,70,4,6,82,75,92,70,90,67,65,90,24,88,21,91,21,6,44,76,71,59,92,59,36,57,17,89,1,33,31,52,0,34,24,81,89,72,0,90,64,10,59,34,3,13,71,5,25,66,88,92,29,78,65,26,63,66,72,15,80,30,59,72,85,92,23,25,21,30,58,7,98,57,40,14,47,75,44,79,50,73,96,9,72,90,45,31,34,23,17,3,99,75,76,6,64,50,10,16,92,73,57,13,19,83,16,30,96,86,92,3,45,9,27,97,58,4,3,33,93,29,90,19,23,96,98,28,94,43,53,74,8,97,70,86,39,64,44,49,63,17,26,59,77,47,59,62,53,86,63
64,50,12,32,18,24,64,3,53,26,3,41,84,74,97,66,77,98,37,40,3,2,90,20,7,32,67,18,67,39,70,82,10,75,99,6,0,42,3,47,27,6,92,65,46,0,44,23,11,87,36,20,91,92,76,77,31,73,99,76,59,1,70,74,12,78,99,18,2,3,24,41,95,52,94,22,90,3,13,60,77,90,59,28,34,51,29,90,57,30,94,69,18,8,24,19,88,19,63,77,61,36,9,3,78,69,92,29,26,92,40,36,88,32,77,55,1,0,3,61,1,85,84,45,77,61,53,87,95,14,28,46,30,89,45,62,62,7,4,14,57,73,32,25,27,61,97,92,41,16,47,8,23,60,45,51,31,97,69,46,99,79,29,45,76,2,96,66,73,97,42,55,76,25,52,28,23,15,17,45,78,9,20,93,35,13,50,85,75,87,36,13,14,43,16,9,87,9,92,83,45,2,41,64,26,60,31,21,79,89,87,13,40,87,65,57,40,27,92,75,56,84,95,15,92,58,57,3,36,57,94,13,36,43,38,53,80,32,17,30,93,80,48,87,7,12,38,55,56,90,98,41,88,37,18,83,26,66,46,80,99,44,79,27,80,81,97,22,53,72,18,70,46,76,55,23,48,59,67,34,72,64,69,86,24,51,43,44,35,51,91,69,96,4,19,58,13,59,64,76,86,22,82,88,85,83,94,33,35,15,20,31,19,89,8,2,27,18,68,8,20,78,28,5,3,70,71,76,12,56,6,91,84,38,80,50,43,16,12,94,51,28,1,30,95,25,6,71,34,77,75,73,18,32,7,55,20,77,34,80,28,83,47,0,7,81,13,68,58,64,88,44,6,2,16,57,68,96,57,10,25,37,7,23,42,92,90,94,75,46,12,21,32,33,33,32,17,40,88,30,36
65,91,83,53,14,78,74,6,81,63,9,48,77,16,1,66,37,64,54,70,88,61,27,44,26,20,40,96,99,28,88,66,41,89,2,69,45,22,42,48,50,59,48,28,40,80,70,96,76,97,37,44,40,94,76,4,41,97,45,84,60,45,3,85,84,7,22,0,75,34,70,55,8,61,3,81,22,96,54,73,70,68,81,34,8,47,53,7,99,29,46,72,73,83,8,25,99,33,11,56,35,65,87,74,58,12,12,56,58,80,41,93,64,25,86,18,61,15,54,30,19,76,12,34,27,55,47,52,43,95,12,89,17,33,34,30,3,23,31,27,83,91,72,46,1,34,35,32,82,60,95,95,35,71,92,94,44,7,65,66,40,80,73,26,46,48,82,37,11,62,55,75,36,88,10,27,60,27,1,3,62,54,58,71,94,91,90,37,20,13,29,20,69,71,11,27,12,58,50,14,49,53,8,44,8,49,4,16,9,82,48,25,77,87,40,74,14,77,60,20,38,55,81,80,34,90,11,67,54,64,29,91,62,62,7,37,41,27,64,95,29,9,69,14,8,83,48,58,20,5,44,90,20,29,34,30,42,93,39,53,2,63,33,23,68,77,96,73,19,50,64,4,89,1,88,26,77,3,2,78,47,30,97,18,27,29,92,30,41,2,3,64,19,32,73,75,60,8,16,10,66,62,8,25,54,57,1,72,68,62,63,62,47,5,67,33,44,9,31,44,54,36,62,81,67,47,19,82,90,85,16,92,53,79,53,70,46,48,20,17,19,97,67,77,25,64,87,56,97,59,10,26,46,9,83,45,18,66,97,40,39,71,69,79,50,57,86,47,38,0,58,12,65,88,73,41,99,17,85,46,37,80,73,90,42,74,69,9,11,56,6,98,28,71,49,42,55,52,65,26,30
66,72,71,65,64,37,39,27,66,62,24,22,55,64,77,15,96,77,12,31,7,31,93,39,29,74,88,61,57,49,99,85,3,23,27,25,11,3,6,29,59,32,86,18,62,59,41,10,86,12,38,98,64,63,12,64,68,29,25,66,65,73,20,44,90,6,68,21,5,43,85,47,12,3,1,93,1,54,89,75,80,50,25,69,95,81,75,0,11,85,9,62,61,25,93,84,28,38,10,75,16,19,51,5,57,45,56,54,38,59,91,10,90,0,91,43,14,83,18,36,42,87,26,99,69,10,47,29,54,82,20,10,60,83,17,26,72,23,37,84,11,16,87,53,37,70,9,1,40,55,8,24,4,1,51,72,74,77,39,2,57,40,58,0,71,24,97,59,39,67,5,30,32,14,7,78,10,45,91,41,51,39,72,18,62,32,96,16,65,8,7,91,57,10,54,38,94,58,44,42,39,49,91,3,57,73,84,22,49,70,18,62,56,55,81,71,85,3,74,46,1,90,40,13,24,69,5,68,57,50,82,93,6,75,33,67,24,26,69,35,14,82,16,96,7,41,94,62,62,86,87,27,27,51,1,41,87,32,28,0,68,59,38,10,32,79,53,71,47,71,4,68,55,26,17,43,79,10,42,11,94,40,87,89,95,7,21,75,45,30,96,57,96,28,32,19,87,12,34,68,25,88,78,54,56,30,50,71,27,10,75,44,9,88,67,42,15,11,9,34,97,53,9,76,3,14,64,88,95,23,29,0,27,56,78,64,81,41,4,19,42,19,97,34,28,69,64,38,59,9,51,88,21,30,43,26,0,4,99,78,13,93,15,50,84,18,0,2,81,21,84,15,89,95,51,25,13,39,75,61,12,12,76,68,51,8,61,61,9,39,47,39,95,70,55,91,41,80,49,47,52
67,32,71,82,32,0,55,13,69,93,49,70,27,62,57,89,88,21,38,2,96,22,29,15,74,50,40,90,22,94,70,21,4,59,91,5,42,65,82,48,56,3,50,2,73,15,83,6,92,25,4,34,57,71,82,40,44,75,76,78,93,43,18,15,22,31,91,33,99,46,40,68,62,27,59,76,17,97,3,87,77,14,69,90,12,69,36,52,56,78,11,99,69,93,90,98,35,75,83,28,9,50,30,37,49,22,48,62,38,54,71,14,35,53,40,70,95,73,53,7,14,50,86,74,73,74,90,54,12,68,74,55,15,13,87,28,9,53,21,56,6,82,80,99,92,79,42,77,78,50,99,15,15,17,91,43,86,76,72,26,73,1,68,32,83,82,7,96,3,55,22,4,21,12,25,19,94,12,25,35,30,15,84,97,57,16,70,6,51,63,47,33,9,39,12,88,52,97,85,42,38,91,46,4,49,31,35,51,79,25,79,37,16,25,38,30,89,98,24,91,94,22,88,83,16,54,98,48,75,50,51,25,20,54,87,40,83,6,77,90,31,52,67,53,68,55,68,86,34,8,5,50,31,83,21,80,74,2,45,45,53,59,92,53,17,98,11,60,34,11,86,41,93,22,76,69,61,65,26,22,93,40,93,4,91,87,24,83,12,68,25,80,96,43,21,43,7,19,80,19,5,54,38,7,4,92,58,16,58,25,25,66,98,81,38,19,3,59,79,48,51,72,19,8,38,87,64,14,45,95,43,89,76,25,81,46,2,82,75,63,61,82,18,18,70,68,96,47,54,63,17,5,90,60,33,34,96,9,20,92,94,79,55,44,53,3,46,61,62,88,71,19,20,36,53,39,67,82,93,1,92,87,46,72,32,11,24,23,16,66,5,65,64,50,13,19,88,32,84,35,27
68,54,27,66,9,44,24,56,64,87,94,69,30,50,0,20,50,46,89,35,41,81,60,4,61,13,9,63,32,50,35,86,35,68,96,47,5,37,71,5,52,16,47,57,36,61,12,31,5,88,77,89,48,62,56,14,3,89,52,66,72,63,54,18,13,70,3,5,94,52,50,51,85,89,24,42,67,55,32,14,23,64,76,57,48,31,69,45,61,50,80,61,16,50,61,87,76,58,66,40,78,43,31,0,83,55,50,90,41,12,29,35,0,30,81,32,36,4,98,98,28,79,46,91,16,51,25,16,54,37,71,18,39,56,5,78,40,55,19,48,66,1,97,1,40,12,44,19,34,6,25,76,10,81,78,66,21,61,12,36,96,41,83,20,36,54,76,76,99,58,28,51,7,15,94,44,4,42,60,48,90,55,17,53,12,77,43,61,83,63,98,78,56,73,95,19,45,99,80,24,43,31,39,65,20,43,91,84,30,10,2,10,4,33,71,93,5,91,58,42,80,32,78,27,62,95,30,10,57,98,8,90,27,99,50,71,46,84,80,99,72,64,90,64,5,52,10,96,8,47,4,93,54,54,14,78,89,4,28,15,40,27,15,92,50,14,72,62,89,95,95,55,16,96,70,38,54,30,13,36,0,70,83,25,26,63,19,61,33,58,94,48,77,80,90,99,13,49,22,97,24,10,73,48,75,29,58,46,25,77,7,5,95,95,10,14,11,30,13,5,90,25,54,30,45,82,57,24,3,54,54,49,1,12,64,2,48,98,58,46,65,77,46,51,9,2,33,55,62,87,39,9,76,37,95,10,66,60,63,79,36,40,41,26,99,82,3,55,46,9,69,67,92,86,35,66,20,51,26,81,24,89,67,88,12,36,19,29,31,43,66,96,24,15,71,3,34,66,77,62,54
69,30,41,47,15,68,53,49,69,24,42,92,78,53,96,40,15,54,28,86,94,69,2,61,65,0,41,76,31,67,67,31,48,15,7,38,20,96,59,55,50,24,72,36,67,75,59,18,65,6,96,60,60,89,84,65,58,13,8,43,78,27,54,1,35,64,48,53,43,33,99,52,16,43,81,22,73,89,44,8,67,53,50,11,28,11,23,91,32,7,76,97,81,47,64,91,18,86,16,94,20,19,18,52,34,18,82,74,51,7,14,33,33,37,42,33,2,23,48,73,9,29,41,39,82,62,32,69,45,14,41,2,38,1,99,82,39,18,17,84,39,44,9,3,18,5,19,16,94,26,82,20,18,50,78,61,2,15,41,88,97,5,81,81,14,20,60,11,71,6,32,44,72,90,81,66,17,67,72,42,62,75,4,81,0,95,50,26,83,82,81,30,27,51,27,22,77,26,69,27,18,89,99,27,6,78,46,81,16,89,77,58,42,67,67,19,74,68,71,87,26,63,76,62,80,20,23,79,1,5,87,17,72,27,55,67,26,1,81,25,27,41,78,47,79,28,6,41,7,13,93,4,34,98,79,64,58,1,43,95,68,37,86,8,95,45,23,12,86,46,55,38,1,82,34,64,63,28,42,93,36,68,81,14,0,42,86,17,29,97,81,0,55,90,1,91,45,20,2,76,35,76,73,86,90,6,99,27,30,51,23,77,0,57,34,89,94,75,27,14,26,97,63,91,45,62,58,4,67,35,54,0,58,71,38,62,21,56,18,39,61,81,2,68,51,69,14,24,5,30,86,80,74,1,8,91,58,12,94,76,98,36,48,15,3,41,57,75,75,95,63,68,2,58,79,24,48,6,97,74,61,25,73,34,54,71,92,38,90,4,3,87,5,46,97,61,40,3,63,19,92
70,99,63,27,47,30,21,18,13,32,72,95,8,10,83,10,38,48,2,3,34,32,1,56,79,64,45,68,47,6,72,2,34,8,1,0,17,19,56,16,1,31,55,68,23,48,80,26,27,14,71,43,80,4,69,98,73,92,78,9,70,55,97,67,92,8,72,63,17,66,95,10,63,85,58,25,59,0,47,25,47,30,33,8,11,87,56,25,99,76,44,55,22,89,55,61,0,14,97,11,53,26,91,23,10,15,16,79,21,49,92,57,11,24,79,11,98,78,46,74,79,52,4,44,70,6,39,11,6,30,73,3,20,18,4,76,12,88,42,52,77,52,35,7,46,47,62,74,34,45,40,27,52,53,98,44,3,65,14,91,64,63,14,93,19,29,51,88,91,73,73,76,65,19,60,94,67,5,33,61,25,74,66,76,20,39,18,34,71,70,40,34,82,48,45,84,22,35,13,69,3,47,23,11,8,67,23,38,64,77,66,32,2,78,2,60,66,70,63,28,1,80,41,65,45,59,12,22,78,82,75,69,45,41,77,54,97,46,81,97,30,46,18,1,7,49,85,57,85,55,27,97,59,37,76,1,76,17,28,64,64,74,77,80,90,59,62,1,4,85,35,33,86,58,15,51,75,56,31,10,23,78,2,58,3,36,78,9,8,6,40,55,30,5,49,80,5,97,63,94,39,37,54,36,71,5,35,68,77,36,43,84,99,68,88,10,2,20,21,39,92,11,33,32,84,42,47,36,94,12,17,54,82,45,45,56,31,84,36,74,27,63,10,49,6,49,88,37,56,67,44,47,53,31,8,98,28,69,75,7,5,69,57,28,99,93,5,77,61,42,23,23,39,16,88,43,98,32,0,30,79,23,12,70,44,52,85,4,33,66,28,80,29,37,48,49,8,6,2,69,62
71,50,80,41,45,12,75,60,46,88,97,92,58,63,13,50,66,3,99,96,45,28,43,26,85,73,1,19,29,47,75,31,41,63,89,84,72,5,4,56,88,65,69,20,65,22,70,47,37,27,11,93,79,29,73,82,32,62,49,67,61,62,78,75,89,8,79,37,39,43,49,71,39,91,57,54,13,48,57,15,25,76,45,99,28,4,31,12,39,98,41,99,73,3,12,22,13,51,9,68,49,57,36,27,91,17,16,25,44,99,19,65,19,14,64,88,38,14,28,55,9,74,43,28,41,52,68,66,43,28,94,61,8,1,24,84,72,41,39,39,60,92,37,54,88,51,91,84,80,58,27,84,14,72,58,36,33,6,50,7,53,19,86,32,71,30,14,77,42,33,88,23,47,8,12,9,37,2,39,92,62,83,45,87,30,27,39,46,98,32,76,94,53,61,64,23,39,40,53,45,76,67,61,17,43,4,2,47,7,67,40,20,55,0,77,72,37,43,96,76,64,93,11,22,48,49,24,5,76,34,46,7,53,38,84,65,59,37,59,57,59,19,50,18,3,25,52,86,10,45,34,25,64,63,14,43,21,26,10,14,1,98,4,41,61,45,62,66,57,37,57,52,7,61,2,30,57,74,43,43,60,61,99,11,34,10,83,45,95,1,70,22,11,98,68,38,18,64,52,66,62,37,62,81,27,47,47,12,23,94,26,93,79,30,31,60,20,71,13,84,45,95,12,3,0,8,76,35,32,19,14,22,6,97,72,46,74,81,26,94,41,97,98,91,30,26,52,50,79,12,96,99,51,96,41,98,18,74,91,5,11,41,49,56,10,13,22,20,34,61,41,48,63,72,66,17,91,5,19,51,99,80,60,77,29,46,74,39,66,37,24,69,52,73,46,88,98,37,95,0,73
72,72,16,15,11,31,33,5,59,22,14,13,82,22,98,48,2,14,64,17,60,96,50,49,30,39,22,17,59,23,57,95,39,71,37,10,90,43,48,71,13,4,41,5,95,53,92,52,78,81,99,55,55,14,53,88,46,57,3,95,67,73,3,41,16,48,80,98,50,70,81,15,88,27,95,33,85,80,51,47,18,28,20,5,90,49,92,92,24,71,63,71,72,62,44,9,22,49,78,14,21,69,78,80,53,88,54,87,74,75,94,1,72,19,99,29,85,61,38,31,42,59,19,64,1,76,6,38,45,91,5,4,43,30,76,58,25,69,43,9,73,40,19,67,26,63,76,9,47,56,77,74,27,74,46,17,92,45,43,56,67,73,79,51,3,73,25,54,28,65,1,52,8,23,50,75,73,31,50,85,54,21,6,82,79,11,30,88,93,26,37,39,29,30,94,4,66,95,70,60,31,51,43,57,58,87,46,51,40,51,58,79,90,94,10,75,97,73,58,97,39,39,13,65,50,96,40,44,84,11,57,49,62,86,51,72,19,91,38,82,37,10,30,33,71,67,92,57,42,3,31,74,28,99,97,79,73,26,62,20,21,9,72,13,51,71,38,68,81,55,89,44,19,68,40,77,63,51,36,73,0,63,63,67,89,96,42,5,4,70,51,30,57,85,89,73,6,14,87,56,21,21,37,54,9,13,83,88,24,40,48,62,79,48,63,63,92,45,58,77,24,81,61,38,93,63,33,94,99,89,66,62,10,26,46,34,37,72,62,38,25,17,65,58,10,59,44,82,55,83,52,30,31,35,5,47,8,4,20,88,47,51,51,79,72,35,45,83,17,26,94,61,90,63,91,91,59,87,22,18,64,49,4,29,16,2,24,96,77,55,91,44,41,50,70,71,14,76,38,68,97
73,23,71,54,21,47,65,63,60,96,44,91,48,65,9,96,15,73,98,92,0,17,64,93,63,18,5,1,57,92,51,38,26,95,53,95,18,51,84,56,34,77,96,83,12,89,85,16,72,65,61,54,19,48,9,39,2,50,19,22,23,95,31,95,81,99,92,60,10,55,55,9,59,8,66,22,80,26,33,47,79,73,19,54,67,76,37,68,87,41,51,59,83,63,8,93,68,88,15,91,5,97,11,47,99,56,93,95,96,15,10,74,42,19,49,72,15,95,33,43,6,54,94,38,58,10,97,28,4,61,7,1,12,39,55,42,19,85,61,57,11,74,72,45,92,94,19,0,79,53,29,91,72,85,40,17,89,36,22,54,1,28,34,4,84,13,21,17,79,67,37,68,46,29,3,82,43,10,81,53,9,45,34,62,22,22,80,70,24,12,70,22,37,42,68,44,99,15,8,86,43,58,63,13,14,77,47,11,0,87,73,33,47,44,25,98,27,87,14,66,99,3,86,71,21,11,31,20,55,4,69,64,41,30,73,78,64,6,54,10,2,53,83,71,58,3,30,65,16,18,55,88,38,77,39,83,61,23,58,62,12,12,93,17,38,14,3,98,32,27,19,60,89,15,45,32,1,94,5,28,23,51,15,53,80,48,48,25,42,18,85,9,37,32,29,17,48,96,22,15,10,85,38,15,78,50,42,99,76,64,33,99,95,18,10,26,14,25,16,29,94,86,50,83,71,97,31,51,2,57,42,51,86,86,62,57,22,85,78,94,66,48,39,73,71,35,63,40,96,84,59,85,83,60,88,58,61,76,3,24,63,46,14,28,75,4,88,80,13,7,60,39,95,77,92,98,39,96,62,29,21,5,56,57,67,41,61,35,26,91,88,4,25,40,21,19,51,40,89,49,60
